Station_Id_C,Lat,Lon,Alti,TEM,DPT,RHU,PRE_1h,WIN_D_INST,WIN_S_INST,GST
57573,29.8753,112.9044,26.2,29.4,22.4,66,0.0,343,3.7,43.3
59131,24.9667,118.3667,172.8,29.6,23.5,70,0.0,360,0.8,27.9
56569,27.4167,102.1833,1380.0,21.0,17.8,82,0.0,152,2.7,19.7
57516,29.5833,106.4667,259.1,31.7,20.6,52,0.0,312,3.0,47.0
58715,27.5833,116.65,80.8,29.9,24.3,72,0.0,326,2.9,35.3
58626,28.3167,117.2333,60.8,28.4,25.6,85,0.0,94,2.5,33.5
59750,20.9619,110.0678,33.6,30.8,27.7,84,0.0,346,1.8,35.2
57509,28.9894,106.9186,599.8,32.3,20.2,49,0.0,23,2.7,41.6
59290,23.7808,114.2483,85.5,24.0,23.9,100,0.0,300,0.7,24.1
57900,25.8333,105.2167,1552.7001,25.1,20.1,74,0.0,79,1.8,31.9
58546,29.4667,119.8833,115.8,31.7,21.8,56,0.0,6,4.2,40.4
58631,28.9,118.5,137.0,31.4,24.0,65,0.0,60,3.2,42.7
56883,24.8158,103.9839,1900.9,16.3,16.1,99,0.0,107,0.8,16.2
59285,23.5686,113.6156,38.1,35.2,24.7,55,0.0,347,4.1,52.1
59426,22.6167,107.9167,146.1,33.4,23.4,56,0.0,71,2.6,51.1
57518,29.3333,106.5,506.1,25.2,20.7,76,0.0,278,3.7,25.6
57894,26.5833,114.1667,843.0,24.9,20.4,76,0.0,301,1.5,25.2
58614,28.4,116.2833,67.2,29.3,25.9,82,0.0,78,7.1,32.5
59314,23.3983,116.1964,69.0,26.4,25.1,93,0.0,257,2.5,25.6
59469,22.1667,111.7833,37.7,30.5,25.7,76,0.0,182,3.1,32.6
59945,18.65,109.7,68.6,31.5,25.1,69,0.0,149,2.0,36.1
56474,28.55,102.1667,1774.0,21.8,16.1,70,0.0,155,3.0,26.2
58549,29.1167,119.65,62.6,28.6,23.3,73,0.0,298,2.3,36.4
57518,29.3333,106.5,506.1,24.0,20.9,83,0.0,304,3.8,23.7
57540,29.6844,109.1436,776.9,24.1,19.6,76,0.0,62,2.1,29.3
58637,28.45,117.9833,118.2,25.5,23.9,91,0.0,213,3.0,26.2
56792,25.7833,104.9667,1649.4,17.6,15.6,88,0.0,270,0.7,16.8
57749,27.5653,110.0036,257.8,24.5,22.9,91,0.0,999017,0.0,24.8
57649,28.2381,109.6819,254.6,23.5,23.2,98,0.0,145,1.1,24.1
56992,23.4403,104.6833,1507.5,24.5,17.0,63,0.0,352,2.6,33.8
59127,24.4333,117.8333,32.1,34.6,24.8,57,0.0,135,3.0,40.3
57508,29.15,105.3667,301.0,30.1,20.9,58,0.0,43,1.7,37.9
58719,27.3,116.9167,131.1,25.1,24.4,96,0.0,15,1.0,26.8
58836,26.5833,118.7333,361.5,33.8,20.9,47,0.0,218,4.5,53.0
56497,28.1092,104.2425,448.8,28.9,21.4,64,0.0,104,0.8,42.9
57774,27.4486,112.1733,100.0,28.9,21.4,64,0.0,313,2.4,42.0
59241,23.9833,109.7,124.3,34.1,20.8,46,0.0,315,4.5,52.4
58724,27.5333,117.3167,268.2,28.4,24.6,80,0.1,233,4.2,29.6
58548,29.2167,119.4833,50.2,34.8,20.0,42,0.0,13,6.3,48.0
58620,29.0167,117.1,51.2,24.9,24.2,96,0.0,295,2.5,24.4
58693,28.7167,115.8333,40.0,33.0,23.9,59,0.0,6,3.6,47.5
57523,29.9006,107.7594,393.5,25.2,22.5,85,0.1,259,6.9,24.9
57509,28.9894,106.9186,599.8,25.1,20.8,77,0.0,304,0.8,26.4
58566,29.3833,121.9167,4.5,31.5,24.4,66,0.0,356,8.4,40.4
57793,27.7833,114.3667,131.3,32.0,21.5,54,0.0,290,3.5,54.6
59417,22.3333,106.85,128.8,26.0,24.0,89,0.0,218,0.7,26.5
59116,24.3439,116.6997,80.1,25.1,25.0,100,0.0,189,0.9,25.8
59116,24.3439,116.6997,80.1,35.8,23.7,50,0.0,167,0.6,46.0
58820,26.9,117.1667,342.9,32.3,23.8,61,0.0,264,1.8,45.7
58544,29.4833,119.2667,88.9,33.9,22.0,50,0.0,204,1.5,38.0
57682,28.7119,113.5714,106.3,23.0,23.0,100,0.0,999017,0.0,23.9
59063,25.1819,111.5703,265.7,24.1,20.2,79,0.0,8,1.5,22.6
57595,29.6108,114.4578,99.9,32.8,19.7,46,0.0,301,6.2,47.2
57876,26.4278,112.8294,135.0,34.3,19.2,41,0.0,349,5.0,42.6
58935,25.5167,118.2333,645.6,23.7,21.4,87,0.0,999017,0.0,24.4
58737,27.05,118.3167,154.9,30.4,23.8,68,0.0,320,2.6,47.6
58712,27.9167,116.7833,130.2,32.1,24.7,65,0.0,3,5.0,42.7
56778,25.0078,102.6531,1888.1,15.7,15.1,96,0.0,282,1.9,15.9
56675,26.65,102.5833,1694.5,14.1,14.1,100,0.0,321,0.4,15.0
57960,25.9333,111.0667,195.6,34.5,18.5,39,0.0,77,4.0,42.6
59284,23.4203,113.2367,38.9,34.3,24.5,57,0.0,21,2.1,47.3
57841,26.5617,109.6733,320.3,21.9,19.6,87,0.0,311,0.7,21.1
58534,29.7894,118.1803,170.2,28.7,24.0,76,0.0,238,2.3,41.9
58645,28.4269,119.4808,152.2,33.7,20.8,47,0.0,312,6.6,41.8
59059,24.1833,110.8,105.8,34.9,23.6,52,0.0,130,3.3,59.5
59659,21.7494,110.9122,33.5,35.4,23.0,49,0.0,97,1.3,50.1
59268,23.2597,111.5431,70.6,32.6,22.3,55,0.0,344,1.5,34.7
57772,27.75,112.5061,86.9,25.0,22.1,84,0.0,263,1.3,24.6
56670,26.9167,102.1167,1136.9,31.2,16.0,40,0.0,267,5.6,41.5
58633,29.0,118.9,82.4,35.1,22.1,47,0.0,166,2.4,56.9
56684,26.4022,103.2486,2188.3,14.5,12.4,87,0.0,188,6.2,14.5
58502,29.6667,116.0167,74.8,29.8,24.9,75,0.0,37,2.5,41.9
56578,27.0667,102.75,993.6,22.2,19.4,84,0.0,87,0.8,23.3
57932,25.9333,108.5167,285.7,24.3,20.8,81,0.0,227,1.1,25.4
57635,28.3667,109.0167,548.7,22.9,21.7,93,0.0,133,2.5,23.5
59205,23.6325,105.6286,685.8,31.6,19.9,50,0.0,318,1.3,44.5
57910,25.7667,106.0833,1197.6,26.5,19.6,66,0.0,103,2.9,35.1
59940,18.7494,109.1639,155.0,26.2,25.5,96,0.1,238,0.5,28.3
59081,24.7844,113.2867,131.1,31.8,22.2,57,0.0,12,3.1,32.1
56777,25.1144,102.0997,1671.4,15.3,14.2,93,0.0,999017,0.0,19.2
57679,28.2117,113.1972,101.4,33.9,22.0,50,0.0,344,5.7,51.6
59044,24.4667,109.3833,97.5,24.8,23.2,91,0.0,116,1.0,25.3
57760,27.7,111.4333,249.2,26.9,21.4,72,0.0,18,2.0,26.3
59289,22.9661,113.7389,56.0,30.8,26.2,77,0.0,106,1.6,40.3
57809,26.0667,105.75,1251.0,26.1,19.3,66,0.0,257,3.1,44.1
57906,25.1833,106.0833,566.8,24.2,20.3,79,0.0,25,1.7,23.5
57996,25.0806,114.255,149.7,28.9,24.4,77,0.0,316,1.3,39.1
57965,25.5336,111.5961,192.2,32.4,19.6,47,0.0,13,3.5,32.6
57643,29.0078,109.8383,268.2,27.4,22.8,76,0.0,256,2.3,29.8
58946,25.45,119.0,81.1,31.7,23.0,60,0.0,200,2.4,39.9
58736,27.3767,118.8247,262.4,31.0,21.5,57,0.0,248,1.9,38.4
57914,26.4097,106.6711,1149.0,24.1,16.9,64,0.0,999017,0.0,20.9
59290,23.7808,114.2483,85.5,27.5,26.7,96,0.3,292,1.9,31.2
58906,25.6,115.8,167.4,30.9,25.0,71,0.0,42,1.4,43.2
59246,23.6,109.6667,70.0,26.0,24.0,89,0.0,71,0.8,27.0
57554,29.4014,110.1622,322.2,24.7,22.2,86,0.0,999017,0.0,25.6
56883,24.8158,103.9839,1900.9,22.1,15.7,67,0.0,158,0.6,28.8
59470,22.7019,112.2083,57.6,31.3,24.1,66,3.3,290,10.3,29.9
57696,28.3833,114.7667,91.7,28.3,24.7,81,0.0,203,1.3,33.1
57972,25.7353,112.9739,368.8,27.5,21.5,70,0.0,20,4.5,38.9
56996,23.1258,104.7014,1093.4,22.2,20.1,88,0.0,295,1.1,27.0
58837,26.15,118.15,204.8,24.5,22.6,89,0.0,262,0.7,25.0
58929,25.0667,118.2,130.6,33.1,24.3,60,0.0,276,3.9,39.6
57707,27.2975,105.2886,1510.6,21.4,18.4,83,0.0,20,0.4,22.8
57717,27.5333,106.8333,974.1,26.8,17.0,55,0.0,71,1.6,25.3
57989,25.0589,113.7631,112.7,24.1,24.0,100,0.0,256,0.7,26.7
58938,25.2747,119.105,65.3,31.8,24.1,64,0.0,158,4.8,39.6
57612,29.0,106.65,474.7,33.0,20.2,47,0.0,262,6.4,43.9
58667,28.0833,121.2667,95.9,30.2,23.1,66,0.0,278,4.8,28.2
57958,25.0833,110.3167,151.3,31.6,22.3,58,0.0,20,4.7,50.9
58645,28.4269,119.4808,152.2,25.6,22.3,82,0.0,251,1.6,26.0
58837,26.15,118.15,204.8,29.6,23.1,68,0.0,101,2.0,33.0
57971,25.9114,112.2067,224.2,35.1,18.2,37,0.0,2,1.7,55.9
58734,27.3333,118.1167,196.9,33.7,23.4,55,0.0,354,2.4,53.6
56387,29.2281,103.2614,642.2,22.6,22.4,99,0.0,228,1.0,23.1
57857,26.3667,110.3167,477.7,32.0,16.7,40,0.0,348,3.4,34.0
56483,28.5833,103.95,496.6,22.2,22.2,100,0.0,173,0.8,23.5
56593,28.595,104.9456,418.0,29.3,21.8,64,0.0,17,3.4,33.5
56474,28.55,102.1667,1774.0,20.7,17.3,81,0.0,6,2.7,19.7
59025,24.5333,107.3833,248.8,24.9,22.2,85,0.0,9,1.5,24.6
57678,28.2544,112.555,74.7,29.2,20.1,58,0.0,15,4.2,27.6
58843,26.8833,120.0167,56.8,33.0,22.5,54,0.0,170,3.4,48.6
56489,28.2383,103.6231,975.6,24.5,18.9,71,0.0,158,4.3,26.8
58931,25.7167,118.1,1653.5,18.2,18.0,99,0.0,42,6.9,17.4
56987,22.7833,103.2333,1260.0,27.8,15.1,46,0.0,231,4.7,41.3
57574,29.3517,112.4317,40.3,30.7,20.9,56,0.0,357,2.6,37.1
56575,27.3731,102.5478,1530.7001,20.0,16.2,79,0.0,340,1.6,18.6
57582,29.72,113.8667,46.9,27.5,24.1,82,0.0,6,0.7,36.3
57832,26.9667,108.6667,626.9,30.2,17.6,47,0.0,101,3.7,30.7
59856,19.6167,110.75,21.7,32.8,25.3,65,0.0,83,2.2,45.5
56594,27.6333,104.0667,1035.0,25.0,19.4,71,0.0,68,2.1,25.6
59063,25.1819,111.5703,265.7,32.0,19.3,47,0.0,7,2.8,31.9
57752,27.9167,110.6,204.0,28.1,23.5,76,0.0,346,1.5,28.5
58813,26.8333,116.3,166.3,24.8,23.6,93,0.0,178,1.9,30.2
58938,25.2747,119.105,65.3,36.0,22.9,47,0.0,270,4.4,56.6
59948,18.2244,109.5897,419.4,27.0,22.8,78,0.0,251,2.6,31.4
59091,24.75,114.5167,277.1,23.8,23.3,97,0.0,248,1.7,24.5
59750,20.9619,110.0678,33.6,25.9,25.5,98,0.0,184,1.6,25.8
57745,27.4547,109.6811,272.2,33.3,18.6,42,0.0,65,3.7,44.3
57541,29.9986,109.4753,571.8,27.9,21.0,66,0.0,122,2.0,47.3
57536,29.5167,108.7667,786.9,21.0,20.3,96,0.0,999017,0.1,22.4
59488,22.275,113.5669,51.4,31.7,24.5,66,0.0,235,3.8,43.8
56499,28.3833,104.7833,368.2,29.3,22.0,65,0.0,11,1.4,34.6
58931,25.7167,118.1,1653.5,20.9,16.7,77,0.0,343,8.5,20.3
57663,28.9203,111.9583,31.9,27.0,23.7,82,0.0,325,1.4,26.1
58932,25.8667,118.9333,85.6,30.1,24.3,71,0.0,343,1.4,28.8
58568,29.1167,121.3833,34.5,28.1,22.1,70,0.0,335,7.7,24.8
56485,28.2667,103.5833,1255.8,19.6,17.4,87,0.1,338,0.8,20.8
57876,26.4278,112.8294,135.0,28.4,22.6,71,0.0,320,3.8,36.2
59293,23.7936,114.7297,71.1,26.0,23.8,88,0.0,41,1.3,26.6
59012,24.7833,106.55,972.1,21.0,17.6,81,0.0,222,1.4,20.7
57936,25.7564,108.9094,258.1,25.5,20.5,74,0.0,241,0.9,25.1
59109,24.1678,115.7156,123.6,28.5,24.7,80,0.0,262,2.9,38.6
56984,23.3894,103.1458,1848.8,22.0,16.7,72,0.0,6,4.0,47.5
58912,25.7167,116.7333,404.0,27.4,23.4,79,0.0,338,2.1,31.4
58746,27.55,119.7,538.9,31.5,18.1,45,0.0,40,5.9,44.0
58644,28.6,119.2833,237.8,32.8,21.6,52,0.0,312,2.8,36.4
58814,26.35,116.35,280.2,27.2,23.9,82,0.0,214,1.7,36.1
58565,29.7,121.3833,41.5,26.4,24.3,88,0.0,293,5.0,25.1
57958,25.0833,110.3167,151.3,22.5,22.0,97,0.0,98,1.0,24.9
58562,29.8,121.5,6.2,27.0,27.0,100,0.0,328,6.2,25.2
58622,28.95,117.5833,88.5,26.7,22.1,76,0.0,44,1.3,28.2
57573,29.8753,112.9044,26.2,31.4,20.4,52,0.0,275,4.5,41.9
57824,26.5883,107.2489,1056.2001,30.5,16.1,42,0.0,83,7.3,44.3
57574,29.3517,112.4317,40.3,27.0,20.6,68,0.0,333,4.2,25.4
57786,27.6333,113.85,117.5,32.1,21.0,52,0.0,309,5.0,33.4
59298,23.0711,114.3744,108.5,27.4,24.4,84,0.0,295,1.2,26.4
56986,22.9833,103.6833,1414.1,25.4,18.8,67,0.0,52,1.1,36.1
57839,26.2333,109.1333,568.8,20.8,17.4,81,0.0,98,0.7,21.2
57717,27.5333,106.8333,974.1,29.9,17.0,46,0.0,103,2.1,31.0
58543,29.6167,119.0167,171.4,32.5,22.9,57,0.0,269,2.7,56.4
59312,23.6686,116.6989,60.7,32.7,24.7,63,0.0,219,2.7,47.4
59470,22.7019,112.2083,57.6,25.8,25.6,99,0.0,312,1.6,26.0
59059,24.1833,110.8,105.8,30.6,22.5,62,0.0,125,1.5,31.6
56498,28.1542,104.5042,549.0,27.7,21.7,70,0.0,360,1.1,43.0
57773,27.8756,112.8275,63.8,26.5,20.8,71,0.0,26,1.4,26.2
57609,28.5631,105.7122,354.6,24.9,21.8,83,0.0,251,2.6,25.9
59124,24.5167,117.3833,53.7,31.0,24.9,70,0.0,354,1.9,37.7
59658,21.1547,110.3022,53.4,31.1,27.2,80,0.0,352,1.2,42.8
56881,24.7503,103.2636,1695.8,25.5,13.7,48,0.0,248,1.9,51.1
58508,29.35,115.7333,80.6,33.7,23.1,54,0.0,34,3.3,44.8
58735,27.5167,118.75,260.2,24.8,23.6,93,0.0,278,1.0,24.5
59237,23.1833,108.3,155.3,28.2,24.2,79,0.0,276,1.0,37.8
57816,26.5897,106.7275,1227.3,20.9,17.1,79,0.0,91,1.7,20.0
57960,25.9333,111.0667,195.6,34.7,17.9,37,0.0,62,6.5,53.2
57761,27.75,111.3,211.9,24.0,22.6,92,0.0,284,1.4,24.7
56886,24.5333,103.7667,1704.3,17.6,15.8,89,0.0,343,1.9,17.7
56673,26.9181,102.9267,893.9,34.1,20.5,45,0.0,295,1.7,43.2
57519,29.1667,107.1167,698.8,24.8,20.3,76,0.0,252,4.0,23.7
58627,28.3167,117.05,55.8,26.6,24.3,87,0.0,277,2.0,26.4
57871,26.9742,112.3669,90.8,34.9,18.1,37,0.0,17,4.6,43.7
57761,27.75,111.3,211.9,24.7,22.8,89,0.0,285,2.1,25.0
57870,26.7944,112.1047,151.6,25.0,20.7,77,0.0,121,1.7,24.6
57778,27.0914,112.9464,70.3,31.9,22.9,59,0.0,291,1.7,49.1
59626,21.5667,107.95,56.8,28.0,27.3,96,0.0,329,4.1,29.0
58927,25.05,117.0167,376.0,29.1,23.3,71,0.0,247,1.6,34.7
56991,23.6036,104.3378,1561.1,22.5,17.6,74,0.0,277,1.0,28.5
59075,24.4731,112.6319,70.5,29.7,22.9,67,0.0,25,1.7,29.7
59235,23.3833,108.6167,140.3,33.8,22.2,51,0.0,76,4.4,44.2
56582,27.7475,103.8928,1176.2001,24.5,20.0,76,0.0,8,1.2,26.1
59116,24.3439,116.6997,80.1,29.0,26.7,88,0.0,203,1.8,32.1
57913,26.4544,106.9792,1093.1,28.7,16.3,47,0.0,999017,0.1,30.0
59052,24.8333,110.8167,169.6,30.0,21.9,62,0.0,60,1.5,29.1
56387,29.2281,103.2614,642.2,25.9,20.0,70,0.0,45,5.6,27.2
58746,27.55,119.7,538.9,26.8,20.2,67,0.0,308,0.8,25.3
58633,29.0,118.9,82.4,27.9,23.1,75,0.0,16,6.2,30.6
59113,24.7333,116.7167,226.9,24.4,23.0,92,0.0,273,1.6,25.3
56986,22.9833,103.6833,1414.1,18.6,16.9,90,0.0,139,0.7,19.3
57761,27.75,111.3,211.9,24.3,22.7,91,0.0,278,1.9,24.8
57996,25.0806,114.255,149.7,30.2,23.8,69,0.0,236,3.9,40.0
56970,23.7167,102.4667,1478.5,17.8,16.0,89,0.0,282,2.3,19.3
57609,28.5631,105.7122,354.6,27.4,21.4,70,0.0,193,1.3,29.2
58645,28.4269,119.4808,152.2,25.9,22.4,81,0.0,227,2.6,26.5
58751,27.6667,120.5667,254.0,28.1,21.2,66,0.0,357,10.1,26.7
57582,29.72,113.8667,46.9,25.6,22.5,83,0.0,276,1.5,24.1
57575,29.5364,112.5981,49.5,31.1,19.8,51,0.0,336,3.1,34.5
57734,27.5667,108.2333,467.5,33.6,18.5,41,0.0,219,1.9,39.4
58632,28.7167,118.6,126.3,27.7,23.1,76,0.0,292,1.6,30.1
58823,26.8,117.8,175.2,25.4,23.6,90,0.0,256,1.6,25.4
56688,26.1019,103.1669,1263.8,22.0,15.6,67,0.0,149,1.4,21.8
56585,27.1931,103.5564,1952.2001,15.7,15.1,96,0.0,999017,0.0,17.7
59063,25.1819,111.5703,265.7,26.4,20.0,68,0.0,344,3.5,25.0
56483,28.5833,103.95,496.6,26.5,21.3,73,0.0,999017,0.0,26.5
57903,25.9403,105.5961,1142.0,27.6,19.4,61,0.0,231,1.7,40.0
59653,21.9425,110.8592,77.0,28.5,25.5,84,0.0,285,1.8,27.9
58749,27.2333,119.8833,684.1,23.9,19.2,75,0.0,48,0.8,21.2
57969,25.2761,111.3094,269.0,23.0,20.0,83,0.0,344,0.3,24.3
59075,24.4731,112.6319,70.5,36.0,20.6,41,0.0,308,3.6,51.3
57821,26.7031,107.5044,924.8,20.3,17.9,86,0.0,316,0.9,21.4
59453,22.6667,110.1167,121.6,27.0,24.3,85,0.0,334,0.8,26.3
58906,25.6,115.8,167.4,24.8,23.8,94,0.0,259,1.1,24.7
56885,24.4,103.45,1415.5,24.2,17.0,64,0.0,242,1.0,43.1
57832,26.9667,108.6667,626.9,32.7,17.3,40,0.0,162,0.5,48.3
57740,27.9528,109.5953,349.6,24.0,20.7,82,0.0,254,2.2,27.9
59127,24.4333,117.8333,32.1,28.2,23.1,74,0.0,248,1.5,26.3
57742,27.5211,109.2061,884.3,23.5,18.6,74,0.0,76,0.8,29.5
56585,27.1931,103.5564,1952.2001,17.5,15.5,88,0.0,217,1.1,23.1
57585,29.4811,113.4478,60.4,32.6,19.1,45,0.0,9,5.2,45.9
57996,25.0806,114.255,149.7,25.0,24.6,98,5.7,68,1.4,27.0
56569,27.4167,102.1833,1380.0,19.2,19.2,100,0.0,138,1.5,18.6
57708,27.1314,105.5989,1721.5,24.0,14.7,56,0.0,153,2.9,27.6
56390,29.6667,104.0667,404.4,23.6,22.2,92,0.0,317,0.8,23.9
56493,28.85,104.9667,292.8,24.9,22.6,87,0.0,264,1.4,24.6
59057,24.1333,110.1833,830.9,28.8,18.3,53,0.0,332,6.4,37.0
57814,26.4167,106.2667,1298.2001,22.0,17.2,74,0.0,43,1.5,21.6
59059,24.1833,110.8,105.8,28.0,23.2,75,0.0,111,1.4,28.3
57905,25.4025,105.6125,1184.9,21.3,18.3,83,0.0,303,4.9,25.3
57509,28.9894,106.9186,599.8,30.6,19.9,53,0.0,349,2.5,33.4
56782,25.4333,103.5667,2067.1,15.8,13.3,85,0.0,163,1.3,13.6
57732,28.0114,108.3983,521.5,30.3,19.0,51,0.0,999017,0.0,52.0
58932,25.8667,118.9333,85.6,24.7,23.3,92,0.0,318,1.6,24.8
57745,27.4547,109.6811,272.2,24.4,22.1,87,0.0,338,1.6,25.8
59318,23.2581,116.5886,6.7,32.2,26.4,72,0.0,20,3.9,36.3
59230,23.7167,108.1167,219.0,26.0,23.3,85,0.0,340,1.5,30.0
57577,29.41,112.2047,33.6,31.6,21.2,54,0.0,11,3.8,51.8
57913,26.4544,106.9792,1093.1,22.2,17.1,73,0.0,89,1.0,23.0
57914,26.4097,106.6711,1149.0,29.7,16.2,44,0.0,95,2.6,31.1
58932,25.8667,118.9333,85.6,36.6,22.4,44,0.0,233,0.9,38.5
58928,25.0167,117.5333,166.5,24.9,23.0,89,0.0,354,3.1,25.2
59099,24.4631,114.9419,207.9,32.9,23.5,58,0.0,16,5.2,37.7
59072,24.8108,112.3708,131.7,27.1,22.5,76,0.0,36,0.7,29.4
59429,22.1833,108.0167,216.0,34.0,21.4,48,0.0,65,4.0,46.5
58931,25.7167,118.1,1653.5,18.0,17.8,99,0.0,354,5.5,18.6
56790,25.6833,104.25,1925.8,23.0,15.6,63,0.0,266,1.9,35.3
57814,26.4167,106.2667,1298.2001,19.7,16.9,84,0.0,255,0.4,19.1
59278,22.9906,112.4786,60.0,29.1,25.7,82,0.0,166,2.4,27.9
57571,29.6592,112.4125,37.4,24.9,21.2,80,0.0,312,2.8,23.1
57514,29.5833,106.2167,331.5,28.3,20.6,63,0.0,351,1.9,29.1
57886,26.4778,113.7919,268.8,27.7,23.1,76,0.0,101,1.6,32.1
56387,29.2281,103.2614,642.2,28.2,19.7,60,0.0,65,4.7,35.6
59293,23.7936,114.7297,71.1,31.3,25.1,70,0.0,227,2.4,34.7
59485,22.5,113.4,33.7,35.6,23.8,51,0.0,40,2.9,52.7
57947,25.2333,109.4,161.5,25.3,21.8,81,0.0,31,1.6,24.6
56578,27.0667,102.75,993.6,24.3,20.8,81,0.0,186,1.2,26.2
59268,23.2597,111.5431,70.6,35.3,23.6,51,0.0,328,1.6,45.2
56394,29.45,104.4333,384.1,24.1,22.5,91,0.1,340,1.3,25.3
57965,25.5336,111.5961,192.2,27.3,21.3,70,0.0,15,0.9,26.7
59654,21.6331,110.3033,29.3,26.4,25.8,97,0.0,6,1.4,26.1
59254,23.3333,110.0333,130.3,27.1,21.8,73,0.0,354,8.0,26.9
59313,23.6794,116.9861,44.7,33.4,25.9,65,0.0,230,6.1,48.7
59653,21.9425,110.8592,77.0,28.1,25.5,86,1.8,89,3.0,31.1
57799,27.05,114.9167,71.2,26.7,24.7,89,0.0,93,0.7,27.4
56774,25.5008,102.4233,1799.1,24.9,16.1,58,0.0,287,3.5,35.6
57754,27.2117,109.8353,252.0,23.1,23.1,100,0.0,87,0.9,23.7
57947,25.2333,109.4,161.5,31.5,20.8,53,0.0,6,5.7,36.3
57853,26.7333,110.6333,341.0,27.1,19.5,63,0.0,244,1.7,27.3
57868,26.5947,111.8572,113.2,30.1,20.6,57,0.0,292,1.7,28.6
57796,27.8333,114.8833,189.3,28.9,24.9,79,0.0,289,6.2,40.5
57523,29.9006,107.7594,393.5,23.6,22.6,94,16.6,113,1.1,24.7
58725,27.3333,117.4667,218.0,25.3,23.0,87,0.0,247,2.2,24.6
59057,24.1333,110.1833,830.9,20.0,19.8,99,0.0,999017,0.1,19.1
58752,27.7914,120.6503,37.6,33.0,21.8,52,0.0,342,4.5,33.2
59102,24.95,115.65,303.9,32.2,23.4,60,0.0,78,3.5,43.8
59037,23.9333,108.1,170.8,34.8,20.4,43,0.0,275,2.6,62.7
56970,23.7167,102.4667,1478.5,22.8,16.1,66,0.0,319,4.4,39.7
57811,26.8383,106.6,1296.8,18.7,18.0,96,0.0,66,1.0,21.3
57974,25.5814,112.3653,214.5,25.8,21.5,77,0.0,130,0.6,26.2
58534,29.7894,118.1803,170.2,24.0,23.1,95,0.0,101,0.9,25.3
59487,22.2292,113.2969,23.1,29.2,27.1,89,0.0,302,1.5,33.7
57916,25.4286,106.7636,450.3,24.4,20.5,79,0.0,113,0.8,25.6
56891,24.8819,104.3231,1482.7001,24.5,17.7,66,0.0,149,1.0,24.9
57805,26.6833,105.7667,1319.3,23.9,17.9,69,0.0,115,0.3,22.3
58750,27.7833,120.0833,105.4,25.4,23.1,87,0.0,177,1.0,23.8
56781,25.5203,103.2667,1865.8,18.0,15.6,86,0.0,188,1.3,19.0
57913,26.4544,106.9792,1093.1,20.4,17.0,81,0.0,338,1.4,21.3
57811,26.8383,106.6,1296.8,28.0,15.3,46,0.0,82,4.5,32.5
57844,26.5139,109.2556,476.2,21.2,18.8,86,0.0,186,0.3,22.1
56378,29.2333,102.35,890.7,29.4,18.2,51,0.0,84,4.2,26.0
56788,24.9789,103.6172,1857.6,15.4,15.2,99,0.0,79,1.4,15.1
58710,27.7667,116.05,78.6,25.0,24.8,99,0.0,236,0.8,26.0
59485,22.5,113.4,33.7,34.6,25.9,61,0.0,214,1.6,50.1
59246,23.6,109.6667,70.0,31.8,23.9,63,0.0,334,2.3,46.2
59316,23.3853,116.6792,2.3,33.2,24.9,62,0.0,235,3.6,51.7
59421,22.8667,107.1667,278.3,34.4,20.4,44,0.0,45,1.3,47.8
57896,26.3333,114.5167,126.1,26.2,25.2,94,0.0,127,1.7,26.8
59290,23.7808,114.2483,85.5,24.4,24.3,100,0.0,360,0.8,24.8
57758,27.0253,110.6064,339.5,25.9,22.4,81,0.0,237,0.6,27.2
57876,26.4278,112.8294,135.0,24.8,21.7,83,0.0,249,2.0,24.1
57744,27.3681,109.1636,355.5,22.8,20.9,89,0.0,239,0.8,26.0
59129,24.1333,117.5833,61.1,35.6,24.9,54,0.0,315,2.8,59.7
57731,27.9311,108.245,574.9,24.8,20.1,75,0.0,186,2.9,25.9
58929,25.0667,118.2,130.6,34.8,22.8,50,0.0,245,5.3,40.9
59849,19.0353,109.8419,300.8,32.2,23.7,61,0.0,52,5.2,42.9
57891,26.9333,114.25,153.0,28.0,20.8,65,0.0,160,1.7,27.7
57905,25.4025,105.6125,1184.9,22.5,17.2,72,0.0,262,1.8,20.6
57565,29.6675,111.7258,38.1,32.7,19.2,45,0.0,186,1.0,38.0
59218,23.1,106.45,724.7,23.2,19.6,80,0.0,261,0.8,24.1
58822,26.8333,116.85,342.3,24.9,23.0,89,0.0,184,0.9,24.8
57835,26.7333,108.4333,527.2,29.7,19.7,55,0.0,351,1.3,31.6
56386,29.5647,103.7553,424.2,27.3,21.3,70,0.0,42,1.9,29.0
57988,25.1103,113.345,143.2,34.8,22.5,49,0.0,298,5.5,42.0
59470,22.7019,112.2083,57.6,27.2,25.5,91,0.0,274,0.9,29.3
57519,29.1667,107.1167,698.8,24.6,20.5,78,0.0,235,2.3,23.8
59441,22.8,109.25,88.7,27.2,24.1,83,0.0,236,1.7,27.0
58820,26.9,117.1667,342.9,24.3,23.3,94,0.0,39,1.0,24.8
56697,26.2167,104.0833,1984.2001,24.5,13.1,49,0.0,191,1.5,22.4
57669,28.3833,111.2167,128.3,24.0,22.3,90,0.0,352,1.4,24.8
59653,21.9425,110.8592,77.0,30.6,25.8,76,0.0,342,1.0,35.8
59045,24.5,109.7833,131.5,25.2,22.3,84,0.0,65,1.4,24.7
59038,24.0167,108.65,147.5,33.5,22.3,52,0.0,360,2.7,56.4
57722,27.7772,107.5081,807.6,22.8,20.3,86,0.0,999017,0.0,24.6
